Ambas;15;25;ResultC;W;FTS;CS;BTS;TG;GF;GA;1.5;2.5;3.5;W1;FTS1;CS1;BTS1;TG1;GF1;GA1;1.51;2.51;3.51
0;0;0;0;0,60;0,40;0,40;0,20;2,20;1,40;0,80;0,60;0,20;0,20;0,33;0,33;0,33;0,50;2,17;1,00;1,17;0,83;0,50;0,00
0;0;0;0;0,50;0,36;0,57;0,29;1,93;1,07;0,86;0,64;0,29;0,14;0,29;0,36;0,36;0,50;2,29;1,14;1,14;0,71;0,50;0,21
1;1;0;0;0,29;0,29;0,29;0,57;2,86;1,29;1,57;0,57;0,57;0,57;0,25;0,38;0,25;0,38;3,13;1,13;2,00;1,00;0,50;0,38
1;1;0;0;0,53;0,29;0,53;0,35;1,35;0,88;0,47;0,35;0,18;0,00;0,00;0,59;0,00;0,41;2,47;0,53;1,94;0,71;0,41;0,18
0;0;0;0;0,40;0,20;0,20;0,60;3,20;1,60;1,60;1,00;0,60;0,40;0,40;0,20;0,40;0,40;2,40;1,60;0,80;0,80;0,60;0,00
1;1;1;0;0,60;0,20;0,20;0,60;3,40;1,80;1,60;1,00;0,60;0,40;0,40;0,20;0,40;0,60;2,60;1,20;1,40;0,60;0,60;0,40
0;1;0;1;0,40;0,20;0,20;0,60;2,20;1,20;1,00;0,60;0,40;0,20;0,40;0,40;0,40;0,60;2,80;1,80;1,00;0,60;0,60;0,60
1;1;1;1;0,57;0,29;0,29;0,43;2,14;1,29;0,86;0,43;0,43;0,29;0,20;0,40;0,20;0,50;2,90;1,10;1,80;0,70;0,40;0,40
0;0;0;0;0,00;0,75;0,25;0,25;1,75;0,25;1,50;0,50;0,50;0,00;0,29;0,29;0,14;0,57;2,14;1,00;1,14;0,71;0,29;0,14
0;1;0;1;0,33;0,33;0,22;0,44;1,89;0,78;1,11;0,56;0,33;0,00;0,33;0,33;0,33;0,44;2,11;1,00;1,11;0,78;0,33;0,11
0;0;0;1;0,75;0,12;0,25;0,62;3,13;2,00;1,13;0,88;0,62;0,38;0,33;0,17;0,33;0,67;2,83;1,67;1,17;0,83;0,83;0,33
1;1;1;0;0,00;0,00;0,00;1,00;2,80;1,00;1,80;1,00;0,60;0,20;0,00;0,50;0,00;0,50;2,75;0,75;2,00;0,50;0,50;0,25
0;0;0;1;0,46;0,31;0,54;0,31;2,08;1,15;0,92;0,46;0,38;0,23;0,08;0,33;0,08;0,67;2,75;0,92;1,83;0,83;0,67;0,25
0;1;0;1;0,29;0,29;0,14;0,57;2,86;1,14;1,71;0,71;0,43;0,43;0,14;0,14;0,14;0,71;3,86;1,43;2,43;0,86;0,86;0,57
1;1;1;1;0,71;0,00;0,43;0,57;3,29;2,00;1,29;0,71;0,57;0,29;0,29;0,00;0,29;0,71;2,29;1,00;1,29;0,71;0,57;0,00
1;1;1;0;0,38;0,12;0,25;0,62;3,13;1,38;1,75;0,88;0,62;0,25;0,62;0,12;0,00;0,88;3,63;2,25;1,38;0,88;0,75;0,62
0;0;0;1;0,50;0,25;0,38;0,50;2,50;1,13;1,38;0,62;0,50;0,12;0,12;0,12;0,12;0,75;2,63;1,00;1,63;0,88;0,50;0,25
1;1;1;1;0,62;0,25;0,75;0,12;1,38;1,13;0,25;0,38;0,12;0,00;0,50;0,12;0,38;0,62;3,38;2,00;1,38;0,62;0,50;0,50
1;1;1;0;0,33;0,50;0,33;0,33;1,33;0,67;0,67;0,33;0,17;0,00;0,20;0,20;0,00;0,80;2,20;1,00;1,20;0,80;0,40;0,00
1;1;1;0;0,17;0,50;0,17;0,50;2,00;0,67;1,33;0,67;0,33;0,17;0,00;0,33;0,00;0,67;2,50;1,00;1,50;0,67;0,33;0,33
1;1;1;1;0,86;0,00;0,29;0,71;3,71;2,86;0,86;1,00;0,71;0,43;0,29;0,57;0,29;0,29;2,43;0,86;1,57;0,86;0,29;0,14
1;1;1;1;0,38;0,25;0,12;0,62;3,88;2,00;1,88;1,00;0,62;0,50;0,22;0,00;0,22;0,78;4,33;2,00;2,33;1,00;1,00;0,56
1;1;1;1;0,21;0,29;0,14;0,64;3,07;1,50;1,57;0,93;0,57;0,43;0,40;0,20;0,33;0,47;2,33;1,20;1,13;0,73;0,53;0,07
0;0;0;0;0,13;0,47;0,33;0,53;2,00;0,80;1,20;0,53;0,47;0,20;0,43;0,36;0,29;0,43;2,36;1,21;1,14;0,79;0,43;0,21
0;0;0;0;0,57;0,14;0,43;0,43;2,43;1,71;0,71;0,71;0,43;0,29;0,43;0,43;0,29;0,29;3,43;2,14;1,29;0,86;0,71;0,29
0;0;0;1;0,00;0,40;0,00;0,60;2,20;0,60;1,60;0,80;0,40;0,00;0,50;0,17;0,17;0,67;2,83;1,67;1,17;0,83;0,67;0,17
0;1;1;0;0,09;0,36;0,09;0,55;3,36;0,82;2,55;0,91;0,55;0,45;0,10;0,40;0,10;0,50;3,00;0,80;2,20;1,00;0,70;0,20
1;1;1;1;0,57;0,14;0,14;0,71;3,29;2,14;1,14;0,86;0,86;0,57;0,14;0,29;0,00;0,71;3,71;0,86;2,86;0,86;0,86;0,43
1;1;0;0;0,80;0,20;0,60;0,20;2,80;2,00;0,80;0,80;0,60;0,20;0,18;0,73;0,55;0,09;1,18;0,27;0,91;0,45;0,09;0,00
1;1;1;0;0,20;0,50;0,40;0,40;1,60;0,60;1,00;0,60;0,30;0,00;0,82;0,18;0,45;0,36;3,18;2,18;1,00;0,73;0,55;0,27
0;0;0;0;0,17;0,33;0,17;0,67;2,67;1,00;1,67;0,67;0,50;0,33;0,33;0,17;0,17;0,67;3,50;1,50;2,00;1,00;0,67;0,33
0;0;0;0;1,00;0,00;0,40;0,60;2,60;2,00;0,60;0,80;0,60;0,20;0,25;0,00;0,25;0,75;3,75;2,00;1,75;1,00;0,75;0,75
1;1;1;1;0,78;0,00;0,22;0,78;4,33;3,11;1,22;1,00;0,78;0,67;0,22;0,11;0,11;0,78;3,78;1,56;2,22;0,78;0,78;0,44
1;1;0;0;0,50;0,50;1,00;0,00;1,00;1,00;0,00;0,17;0,17;0,17;0,29;0,00;0,14;0,86;3,14;1,57;1,57;1,00;0,86;0,29
1;1;1;0;0,14;0,29;0,14;0,71;3,57;1,57;2,00;0,86;0,71;0,43;0,00;0,57;0,14;0,43;1,43;0,43;1,00;0,43;0,14;0,00
1;1;1;1;0,44;0,11;0,44;0,56;2,33;1,33;1,00;0,67;0,44;0,22;0,67;0,22;0,33;0,67;2,56;1,89;0,67;0,67;0,56;0,44
0;1;1;1;0,33;0,44;0,33;0,56;2,44;1,33;1,11;0,67;0,56;0,33;0,33;0,33;0,33;0,44;2,44;1,22;1,22;0,44;0,44;0,22
1;1;1;1;0,12;0,38;0,00;0,62;3,13;0,88;2,25;1,00;0,62;0,25;0,00;0,67;0,50;0,33;1,33;0,50;0,83;0,50;0,17;0,17
0;0;0;0;0,18;0,45;0,27;0,36;2,36;0,91;1,45;0,82;0,45;0,18;0,33;0,50;0,50;0,17;1,25;0,58;0,67;0,33;0,08;0,00
1;1;1;1;0,29;0,43;0,36;0,36;2,79;1,43;1,36;0,64;0,57;0,43;0,00;0,50;0,14;0,50;1,86;0,57;1,29;0,57;0,36;0,07
1;1;1;1;0,07;0,73;0,20;0,27;1,53;0,33;1,20;0,40;0,27;0,07;0,50;0,21;0,57;0,43;2,07;1,43;0,64;0,71;0,50;0,07
1;1;1;0;0,33;0,33;0,67;0,33;1,50;0,67;0,83;0,33;0,17;0,17;0,00;0,80;0,00;0,20;2,00;0,20;1,80;0,80;0,20;0,00
1;1;1;1;0,14;0,14;0,00;0,86;4,00;1,57;2,43;1,00;0,86;0,71;0,14;0,43;0,00;0,57;3,29;1,00;2,29;0,86;0,71;0,43
1;1;1;0;0,17;0,33;0,17;0,67;3,33;1,33;2,00;0,83;0,67;0,50;0,40;0,20;0,00;0,80;3,80;2,00;1,80;0,80;0,60;0,60
1;1;0;0;0,50;0,25;0,50;0,25;2,00;1,00;1,00;0,25;0,25;0,25;0,43;0,14;0,14;0,71;3,57;1,86;1,71;1,00;0,86;0,57
1;1;1;1;0,17;0,17;0,00;0,83;4,00;1,00;3,00;0,83;0,83;0,67;0,33;0,33;0,50;0,33;2,00;0,83;1,17;0,67;0,33;0,17
1;1;0;0;0,00;0,33;0,00;0,67;2,78;1,00;1,78;0,78;0,44;0,44;0,22;0,22;0,00;0,78;3,22;1,11;2,11;1,00;0,67;0,33
0;0;0;0;0,44;0,33;0,56;0,22;1,89;1,11;0,78;0,67;0,22;0,11;0,22;0,33;0,00;0,67;3,22;1,56;1,67;0,89;0,56;0,44
0;0;0;0;0,27;0,36;0,27;0,36;2,09;0,82;1,27;0,73;0,18;0,18;0,09;0,36;0,27;0,55;2,09;0,82;1,27;0,73;0,18;0,09
0;0;0;1;0,45;0,00;0,27;0,73;2,45;1,45;1,00;0,91;0,36;0,18;0,36;0,27;0,36;0,55;2,36;1,27;1,09;0,73;0,55;0,27
0;0;0;0;0,80;0,00;0,80;0,20;3,00;2,80;0,20;1,00;0,40;0,40;0,67;0,00;0,17;0,83;5,00;3,17;1,83;1,00;1,00;0,83
0;0;0;0;0,22;0,44;0,22;0,33;2,44;0,78;1,67;0,56;0,44;0,22;0,38;0,00;0,25;0,75;5,13;2,38;2,75;1,00;1,00;0,88
0;1;0;1;0,67;0,17;0,33;0,50;2,83;1,67;1,17;0,83;0,50;0,33;0,17;0,33;0,00;0,67;4,50;1,33;3,17;1,00;0,67;0,67
1;1;1;0;0,57;0,14;0,43;0,57;2,57;1,71;0,86;0,71;0,57;0,29;0,33;0,50;0,17;0,50;2,67;1,33;1,33;0,50;0,50;0,33
1;1;1;1;0,43;0,43;0,14;0,43;4,43;1,86;2,57;0,86;0,86;0,86;0,43;0,00;0,14;0,86;3,29;1,71;1,57;0,86;0,57;0,43
0;0;0;1;0,43;0,14;0,29;0,57;2,43;1,29;1,14;0,57;0,43;0,29;0,44;0,22;0,22;0,56;2,33;1,00;1,33;0,67;0,33;0,11
0;0;0;1;0,50;0,12;0,50;0,50;2,50;1,63;0,88;0,88;0,62;0,12;0,43;0,14;0,29;0,57;2,71;1,43;1,29;0,86;0,43;0,29
0;1;0;0;0,43;0,14;0,43;0,57;3,14;1,57;1,57;0,71;0,57;0,29;0,33;0,17;0,17;0,67;4,17;1,67;2,50;1,00;0,83;0,50
1;1;0;0;0,40;0,20;0,40;0,40;2,20;1,20;1,00;0,60;0,20;0,20;0,17;0,17;0,00;0,83;2,67;1,17;1,50;1,00;0,33;0,17
0;0;0;1;0,78;0,11;0,33;0,56;2,67;1,89;0,78;0,78;0,78;0,11;0,50;0,00;0,38;0,62;3,50;1,63;1,88;0,75;0,62;0,62
0;0;0;0;0,12;0,25;0,12;0,62;4,25;1,13;3,13;1,00;0,88;0,75;0,25;0,38;0,12;0,62;2,00;1,00;1,00;0,62;0,38;0,12
0;0;0;0;0,33;0,33;0,00;0,67;3,50;1,50;2,00;1,00;0,83;0,50;0,75;0,00;0,25;0,75;3,25;2,25;1,00;1,00;0,75;0,50
0;1;0;1;0,21;0,21;0,21;0,64;2,07;1,07;1,00;0,79;0,29;0,07;0,00;0,64;0,07;0,36;2,71;0,50;2,21;0,64;0,64;0,29
0;0;0;0;0,50;0,12;0,50;0,50;2,63;2,00;0,63;0,88;0,50;0,38;0,14;0,29;0,14;0,71;3,29;1,43;1,86;0,71;0,57;0,57
0;0;0;1;0,38;0,25;0,62;0,38;1,88;1,13;0,75;0,38;0,25;0,25;0,43;0,14;0,14;0,71;2,00;1,14;0,86;0,71;0,29;0,00
0;0;0;1;0,11;0,33;0,11;0,67;3,11;1,00;2,11;0,78;0,67;0,33;0,33;0,50;0,38;0,75;0,12;2,50;1,63;0,88;0,62;0,38
1;1;1;1;0,57;0,29;0,43;0,43;2,43;1,57;0,86;0,71;0,43;0,29;0,00;0,43;0,00;0,57;3,14;0,57;2,57;0,86;0,71;0,29
1;1;0;0;0,22;0,11;0,22;0,67;3,22;1,89;1,33;0,89;0,44;0,33;0,12;0,12;0,00;0,88;3,13;1,13;2,00;0,88;0,75;0,38
0;0;0;1;0,44;0,33;0,56;0,44;2,44;1,56;0,89;0,67;0,67;0,33;0,44;0,11;0,22;0,78;3,22;1,89;1,33;0,89;0,67;0,44
1;1;1;0;0,57;0,29;0,57;0,43;2,57;1,86;0,71;0,57;0,29;0,29;0,29;0,57;0,43;0,29;2,00;0,86;1,14;0,43;0,43;0,14
0;0;0;1;0,44;0,11;0,11;0,78;3,00;1,67;1,33;0,89;0,67;0,33;0,22;0,33;0,22;0,56;2,33;1,11;1,22;0,78;0,33;0,22
0;1;0;1;0,14;0,29;0,00;0,71;3,86;1,29;2,57;0,86;0,71;0,43;0,40;0,20;0,20;0,60;3,60;1,80;1,80;1,00;0,80;0,60
1;1;1;1;0,22;0,11;0,11;0,78;3,44;1,56;1,89;0,89;0,78;0,33;0,50;0,20;0,00;0,80;5,50;2,70;2,80;0,90;0,90;0,80
1;1;1;0;0,33;0,17;0,17;0,83;2,67;1,67;1,00;0,83;0,50;0,33;0,00;0,33;0,00;0,67;3,17;1,00;2,17;0,83;0,83;0,50
1;1;0;0;0,40;0,40;0,40;0,20;2,00;1,20;0,80;0,60;0,40;0,00;0,17;0,50;0,00;0,50;3,50;1,17;2,33;0,67;0,67;0,67
0;1;0;1;0,67;0,00;0,33;0,67;3,33;2,33;1,00;0,83;0,67;0,50;0,29;0,29;0,14;0,57;3,29;1,57;1,71;1,00;0,57;0,43
1;1;1;0;0,22;0,56;0,22;0,33;2,44;0,78;1,67;0,78;0,33;0,22;0,30;0,10;0,10;0,80;2,60;1,30;1,30;1,00;0,40;0,10
1;1;1;1;0,40;0,20;0,20;0,60;4,00;1,80;2,20;0,80;0,60;0,60;0,43;0,43;0,43;0,29;2,00;1,14;0,86;0,57;0,29;0,14
1;1;1;0;0,33;0,67;0,78;0,11;1,44;1,11;0,33;0,33;0,22;0,22;0,25;0,38;0,25;0,38;3,00;1,00;2,00;0,88;0,62;0,38
1;1;0;0;0,00;0,80;0,40;0,20;1,20;0,40;0,80;0,20;0,20;0,20;0,20;0,60;0,00;0,40;3,40;1,00;2,40;0,80;0,60;0,40
0;1;0;1;0,67;0,22;0,56;0,22;2,44;1,78;0,67;0,78;0,44;0,22;0,44;0,11;0,44;0,44;2,00;1,44;0,56;0,78;0,11;0,11
0;0;0;0;0,38;0,25;0,25;0,62;2,88;1,38;1,50;0,88;0,62;0,38;0,50;0,12;0,12;0,75;2,63;1,50;1,13;0,88;0,50;0,25
0;0;0;0;0,14;0,57;0,29;0,29;2,57;0,71;1,86;0,71;0,57;0,43;1,00;0,00;0,33;0,67;5,00;4,00;1,00;1,00;1,00;0,83
1;1;1;0;0,50;0,00;0,38;0,62;2,63;1,88;0,75;0,88;0,50;0,25;0,25;0,50;0,38;0,38;1,75;0,88;0,88;0,50;0,38;0,12
1;1;0;0;0,33;0,00;0,17;0,83;3,67;2,00;1,67;1,00;0,67;0,50;0,33;0,17;0,00;0,83;3,83;2,17;1,67;0,83;0,50;0,50
0;1;0;1;0,83;0,00;0,33;0,67;2,83;2,00;0,83;0,83;0,67;0,33;0,33;0,50;0,33;0,33;2,50;1,00;1,50;0,83;0,33;0,17
1;1;0;0;0,25;0,12;0,25;0,75;2,50;1,25;1,25;0,88;0,38;0,25;0,25;0,12;0,00;0,88;3,75;1,75;2,00;0,88;0,75;0,62
1;1;0;0;0,64;0,21;0,43;0,50;1,93;1,21;0,71;0,57;0,43;0,07;0,00;0,64;0,00;0,36;2,43;0,50;1,93;0,64;0,36;0,21
0;1;0;1;0,71;0,00;0,43;0,57;2,71;2,00;0,71;0,86;0,57;0,14;0,57;0,29;0,57;0,29;2,14;1,43;0,71;0,57;0,57;0,14
1;1;1;1;0,44;0,56;0,56;0,11;1,11;0,56;0,56;0,22;0,11;0,00;0,25;0,25;0,12;0,62;2,25;1,00;1,25;0,75;0,38;0,12
1;1;0;0;0,12;0,25;0,12;0,75;3,63;1,63;2,00;0,88;0,75;0,50;0,33;0,56;0,56;0,22;1,44;0,89;0,56;0,44;0,22;0,11
0;1;1;1;0,33;0,44;0,33;0,44;1,67;0,89;0,78;0,44;0,33;0,11;0,56;0,44;0,67;0,11;1,56;1,00;0,56;0,44;0,11;0,11
1;1;1;1;0,38;0,38;0,25;0,62;1,88;1,00;0,88;0,62;0,50;0,00;0,11;0,56;0,33;0,33;2,44;0,89;1,56;0,67;0,56;0,33
0;1;0;1;0,44;0,11;0,33;0,56;1,78;1,00;0,78;0,56;0,22;0,00;0,38;0,25;0,38;0,50;2,00;1,00;1,00;0,62;0,25;0,25
0;0;0;1;0,40;0,20;0,20;0,60;2,80;1,20;1,60;1,00;0,80;0,00;0,20;0,60;0,40;0,20;2,20;0,60;1,60;0,40;0,40;0,20
1;1;0;0;0,75;0,00;0,50;0,50;3,00;2,13;0,88;0,62;0,62;0,50;0,25;0,25;0,00;0,75;2,50;1,00;1,50;0,88;0,62;0,00
1;1;1;0;0,71;0,14;0,43;0,43;3,14;2,00;1,14;0,86;0,57;0,43;0,14;0,57;0,29;0,43;2,57;0,86;1,71;0,71;0,57;0,29
1;1;0;0;0,60;0,40;0,80;0,20;1,80;1,60;0,20;0,40;0,40;0,20;0,20;0,80;0,80;0,00;0,80;0,40;0,40;0,40;0,00;0,00
0;1;0;1;0,20;0,60;0,40;0,20;1,40;0,40;1,00;0,60;0,00;0,00;0,00;0,50;0,17;0,50;2,50;0,83;1,67;0,83;0,50;0,33
0;1;0;1;0,00;0,60;0,20;0,40;1,20;0,40;0,80;0,40;0,00;0,00;0,25;0,25;0,25;0,50;1,50;0,75;0,75;0,50;0,00;0,00
1;1;1;1;0,50;0,50;0,75;0,00;1,75;1,50;0,25;0,50;0,50;0,00;0,00;0,80;0,40;0,20;1,40;0,40;1,00;0,40;0,20;0,20
1;1;0;0;0,43;0,29;0,43;0,43;2,57;1,71;0,86;0,71;0,43;0,29;0,17;0,17;0,00;0,83;3,17;1,33;1,83;0,83;0,83;0,33
0;0;0;0;0,75;0,25;0,50;0,50;2,75;2,25;0,50;0,75;0,50;0,25;0,00;0,40;0,40;0,60;1,60;0,60;1,00;0,60;0,40;0,00
0;0;0;0;0,33;0,00;0,17;0,83;2,67;1,33;1,33;0,83;0,50;0,17;0,50;0,00;0,38;0,62;2,63;1,75;0,88;0,88;0,62;0,12
1;1;0;0;0,80;0,20;1,00;0,00;1,40;1,40;0,00;0,40;0,20;0,00;0,20;0,60;0,40;0,20;2,00;0,40;1,60;0,60;0,20;0,20
0;0;0;0;0,60;0,00;0,60;0,40;2,40;1,80;0,60;0,80;0,40;0,20;0,20;0,40;0,60;0,40;1,20;0,60;0,60;0,40;0,20;0,00
1;1;0;0;0,29;0,29;0,14;0,71;2,29;1,29;1,00;0,71;0,43;0,29;0,50;0,33;0,00;0,67;3,50;1,50;2,00;1,00;1,00;0,33
0;0;0;0;0,11;0,56;0,00;0,44;3,22;0,78;2,44;0,78;0,78;0,44;0,90;0,10;0,60;0,40;3,10;2,70;0,40;0,70;0,70;0,30
1;1;0;0;0,20;0,40;0,40;0,40;3,00;1,20;1,80;0,80;0,60;0,40;0,00;0,50;0,25;0,50;1,50;0,50;1,00;0,75;0,00;0,00
1;1;1;0;0,50;0,25;0,50;0,25;1,50;0,75;0,75;0,50;0,00;0,00;0,20;0,60;0,20;0,40;2,60;1,00;1,60;0,60;0,60;0,60
0;0;0;0;0,57;0,29;0,14;0,57;3,14;1,57;1,57;0,86;0,86;0,43;0,40;0,00;0,20;0,80;4,60;2,00;2,60;1,00;0,80;0,80
1;1;1;0;0,25;0,50;0,75;0,25;1,25;0,75;0,50;0,25;0,25;0,25;0,40;0,20;0,60;0,40;1,60;1,20;0,40;0,60;0,20;0,00
1;1;1;0;0,40;0,20;0,40;0,60;2,40;1,60;0,80;0,80;0,60;0,20;0,25;0,25;0,25;0,50;2,75;1,50;1,25;0,75;0,25;0,25
1;1;0;0;0,40;0,40;0,40;0,40;2,20;1,20;1,00;0,40;0,40;0,20;0,20;0,20;0,40;0,60;1,40;0,80;0,60;0,60;0,00;0,00
1;1;0;0;0,20;0,40;0,20;0,40;3,00;1,20;1,80;0,80;0,60;0,40;0,20;0,40;0,40;0,60;1,80;1,00;0,80;0,60;0,40;0,20
0;0;0;0;0,60;0,40;0,40;0,40;3,40;2,40;1,00;0,80;0,60;0,40;0,25;0,25;0,50;0,50;3,00;2,00;1,00;0,75;0,75;0,75
0;1;0;0;0,60;0,00;0,40;0,60;3,20;1,40;1,80;0,60;0,60;0,40;0,57;0,14;0,14;0,71;3,57;1,86;1,71;1,00;0,86;0,29
1;1;1;0;0,00;0,17;0,00;0,83;4,33;1,17;3,17;1,00;0,83;0,83;0,00;0,67;0,33;0,33;2,50;0,67;1,83;0,67;0,50;0,33
0;1;0;1;0,80;0,20;0,80;0,00;2,80;2,20;0,60;0,60;0,40;0,20;0,00;0,50;0,50;0,50;1,75;0,75;1,00;0,50;0,25;0,25
1;1;1;0;0,83;0,00;0,50;0,50;3,17;2,33;0,83;1,00;0,67;0,17;0,00;0,40;0,00;0,60;2,00;0,60;1,40;0,60;0,40;0,00
1;1;1;0;0,12;0,25;0,12;0,75;3,25;1,25;2,00;0,88;0,75;0,38;0,14;0,43;0,14;0,43;2,57;0,86;1,71;0,71;0,43;0,43
1;1;0;0;0,43;0,43;0,50;0,29;1,64;0,93;0,71;0,43;0,36;0,07;0,00;0,86;0,07;0,14;1,86;0,14;1,71;0,50;0,29;0,07
0;1;0;1;0,29;0,43;0,29;0,29;2,29;0,57;1,71;0,43;0,29;0,29;0,14;0,57;0,14;0,29;2,29;0,43;1,86;0,57;0,29;0,29
0;0;0;0;0,57;0,14;0,00;0,86;3,43;2,00;1,43;1,00;0,57;0,57;0,71;0,14;0,57;0,43;3,29;2,14;1,14;0,86;0,57;0,43
1;1;1;0;0,43;0,43;0,57;0,14;2,00;1,00;1,00;0,71;0,29;0,14;0,29;0,43;0,29;0,29;2,57;1,00;1,57;0,86;0,29;0,14
1;1;0;0;0,21;0,21;0,00;0,79;2,36;1,07;1,29;0,93;0,36;0,07;0,20;0,47;0,33;0,33;1,73;0,53;1,20;0,47;0,27;0,13
0;1;0;0;0,36;0,29;0,07;0,71;2,93;1,43;1,50;0,86;0,57;0,29;0,54;0,23;0,62;0,38;1,62;1,15;0,46;0,62;0,23;0,00
0;1;0;1;0,50;0,07;0,29;0,71;3,07;2,14;0,93;0,93;0,64;0,43;0,33;0,27;0,27;0,53;2,00;1,00;1,00;0,60;0,27;0,13
0;0;0;0;0,00;0,38;0,00;0,62;3,50;0,88;2,63;0,88;0,62;0,62;0,38;0,38;0,50;0,25;1,63;0,63;1,00;0,38;0,12;0,12
0;0;0;0;0,50;0,17;0,00;0,83;3,00;1,33;1,67;1,00;0,67;0,17;0,83;0,00;0,50;0,50;3,00;2,33;0,67;0,83;0,67;0,33
0;1;0;1;0,25;0,50;0,12;0,38;2,13;0,63;1,50;0,88;0,25;0,00;0,43;0,29;0,14;0,57;2,57;1,43;1,14;0,71;0,57;0,14
1;1;0;0;0,33;0,33;0,50;0,33;1,83;1,00;0,83;0,67;0,17;0,17;0,40;0,40;0,00;0,60;3,20;1,40;1,80;1,00;0,60;0,20
0;0;0;0;0,25;0,25;0,25;0,50;2,25;0,88;1,38;0,75;0,25;0,12;0,25;0,38;0,50;0,38;2,13;1,13;1,00;0,75;0,50;0,12
0;1;0;0;0,25;0,12;0,25;0,75;3,63;1,75;1,88;0,88;0,62;0,50;0,57;0,29;0,71;0,29;1,29;1,00;0,29;0,43;0,14;0,00
1;1;1;0;0,57;0,14;0,43;0,57;3,00;1,71;1,29;0,71;0,71;0,43;0,29;0,29;0,14;0,57;2,43;1,14;1,29;1,00;0,43;0,00
1;1;1;1;0,50;0,25;0,50;0,38;2,00;1,38;0,63;0,75;0,25;0,12;0,25;0,25;0,12;0,62;2,63;1,00;1,63;0,75;0,50;0,25
1;1;1;0;0,43;0,14;0,29;0,57;3,86;2,14;1,71;1,00;0,86;0,71;0,90;0,00;0,50;0,50;4,00;3,30;0,70;0,90;0,90;0,60
0;0;0;0;0,50;0,00;0,33;0,67;3,67;1,83;1,83;0,83;0,67;0,33;0,33;0,17;0,00;0,83;3,67;1,83;1,83;1,00;0,50;0,33
1;1;1;1;0,57;0,14;0,14;0,71;3,00;1,86;1,14;0,71;0,57;0,43;0,29;0,43;0,29;0,43;2,86;1,14;1,71;0,71;0,43;0,43
0;0;0;0;0,57;0,14;0,00;0,86;3,86;1,86;2,00;1,00;1,00;0,29;1,00;0,00;1,00;0,00;2,14;2,14;0,00;0,71;0,29;0,14
1;1;0;0;0,43;0,14;0,14;0,86;3,57;1,86;1,71;0,86;0,86;0,43;0,20;0,00;0,20;0,80;3,80;2,00;1,80;1,00;0,80;0,80
0;0;0;0;0,67;0,00;0,17;0,83;2,83;1,67;1,17;1,00;0,67;0,17;0,67;0,00;0,67;0,33;2,83;2,17;0,67;0,83;0,50;0,33
1;1;0;0;0,67;0,17;0,33;0,67;2,67;1,83;0,83;0,83;0,67;0,17;0,17;0,33;0,00;0,67;2,33;0,83;1,50;1,00;0,33;0,00
1;1;1;1;0,62;0,12;0,38;0,50;2,75;2,00;0,75;0,75;0,38;0,38;0,25;0,62;0,38;0,12;2,38;0,63;1,75;0,50;0,38;0,25
1;1;1;0;0,57;0,14;0,14;0,71;3,86;2,14;1,71;1,00;0,86;0,57;0,62;0,12;0,25;0,62;4,38;2,38;2,00;1,00;0,88;0,50
1;1;1;0;0,33;0,17;0,33;0,67;3,17;1,83;1,33;0,83;0,83;0,50;0,67;0,17;0,33;0,50;3,83;2,67;1,17;1,00;0,83;0,50
0;1;0;0;0,71;0,00;0,29;0,71;3,71;2,43;1,29;1,00;0,57;0,57;0,25;0,38;0,25;0,62;2,75;1,38;1,38;0,75;0,38;0,25
0;1;1;0;0,33;0,00;0,11;0,89;3,67;2,22;1,44;1,00;0,67;0,44;0,22;0,33;0,22;0,44;2,67;0,78;1,89;0,78;0,44;0,22
0;1;0;1;0,56;0,22;0,22;0,56;3,56;2,00;1,56;0,89;0,67;0,44;0,44;0,11;0,33;0,56;3,89;2,00;1,89;1,00;1,00;0,44
0;1;0;1;0,00;0,00;0,00;1,00;3,14;1,29;1,86;1,00;0,71;0,43;0,33;0,33;0,17;0,50;4,00;1,50;2,50;1,00;0,83;0,67
0;1;1;0;0,08;0,58;0,17;0,33;2,17;0,58;1,58;0,67;0,33;0,25;0,33;0,33;0,17;0,58;2,42;0,92;1,50;0,67;0,50;0,25
1;1;1;1;0,55;0,18;0,36;0,55;3,09;1,82;1,27;0,82;0,55;0,36;0,33;0,42;0,42;0,25;2,08;1,00;1,08;0,50;0,33;0,17
0;0;0;0;0,36;0,27;0,09;0,64;2,91;1,27;1,64;0,82;0,73;0,18;0,80;0,00;0,60;0,40;3,30;2,80;0,50;1,00;0,40;0,40
1;1;1;1;0,58;0,25;0,58;0,33;2,42;1,42;1,00;0,75;0,33;0,25;0,27;0,45;0,27;0,45;1,55;0,73;0,82;0,55;0,18;0,00
1;1;1;0;0,17;0,50;0,33;0,33;1,83;0,50;1,33;0,67;0,33;0,00;0,00;0,43;0,00;0,57;2,57;0,86;1,71;0,71;0,43;0,29
1;1;1;0;0,20;0,40;0,20;0,47;2,53;0,80;1,73;0,73;0,33;0,27;0,14;0,36;0,07;0,64;3,36;1,21;2,14;0,86;0,57;0,43
1;1;1;1;0,08;0,58;0,25;0,42;2,00;0,58;1,42;0,58;0,33;0,17;0,42;0,25;0,42;0,42;2,17;1,25;0,92;0,50;0,33;0,25
0;0;0;0;0,67;0,33;0,58;0,25;2,25;1,67;0,58;0,58;0,42;0,25;0,42;0,25;0,25;0,58;2,75;1,50;1,25;0,67;0,67;0,25
