Ambas;15;25;ResultC;W;FTS;CS;BTS;TG;GF;GA;1.5;2.5;3.5;W1;FTS1;CS1;BTS1;TG1;GF1;GA1;1.51;2.51;3.51
0;0;0;0;0,56;0,00;0,33;0,67;2,22;1,56;0,67;0,89;0,22;0,11;0,10;0,20;0,10;0,70;2,40;0,90;1,50;0,80;0,40;0,20
0;0;0;0;0,44;0,33;0,44;0,44;2,11;1,22;0,89;0,56;0,56;0,11;0,22;0,44;0,22;0,56;1,89;0,89;1,00;0,56;0,44;0,11
0;0;0;0;0,50;0,33;0,83;0,17;0,83;0,67;0,17;0,17;0,00;0,00;0,00;0,57;0,14;0,43;2,43;0,71;1,71;0,86;0,43;0,29
0;0;0;0;0,14;0,43;0,14;0,57;2,29;0,86;1,43;0,57;0,43;0,14;0,17;0,67;0,33;0,17;2,00;0,50;1,50;0,33;0,33;0,17
1;1;1;1;0,50;0,00;0,50;0,50;2,67;2,00;0,67;1,00;0,50;0,17;0,17;0,33;0,00;0,67;3,83;1,17;2,67;0,83;0,83;0,67
1;1;0;0;0,33;0,50;0,50;0,17;1,50;0,67;0,83;0,67;0,00;0,00;0,33;0,33;0,33;0,50;1,67;0,83;0,83;0,50;0,33;0,00
0;0;0;0;0,50;0,17;0,33;0,50;2,50;1,50;1,00;0,67;0,33;0,33;0,33;0,33;0,67;0,33;1,67;1,00;0,67;0,33;0,17;0,17
0;0;0;0;0,67;0,00;0,33;0,67;3,83;2,50;1,33;0,83;0,67;0,67;0,33;0,33;0,33;0,50;3,17;1,50;1,67;0,67;0,50;0,50
0;0;0;1;0,33;0,17;0,00;0,83;2,67;1,33;1,33;1,00;0,50;0,17;0,33;0,50;0,33;0,33;1,67;0,83;0,83;0,67;0,17;0,00
0;1;0;0;0,17;0,50;0,33;0,33;1,33;0,67;0,67;0,50;0,00;0,00;0,33;0,50;0,00;0,50;1,83;0,83;1,00;0,50;0,33;0,00
0;1;0;1;0,67;0,00;0,33;0,67;3,17;2,00;1,17;0,67;0,67;0,50;0,17;0,50;0,33;0,33;2,00;0,50;1,50;0,67;0,17;0,17
0;0;0;1;0,33;0,33;0,50;0,33;1,33;0,83;0,50;0,50;0,00;0,00;0,17;0,33;0,50;0,50;1,50;0,67;0,83;0,50;0,33;0,00
1;1;1;1;0,83;0,00;0,17;0,83;2,67;1,83;0,83;0,83;0,67;0,17;0,33;0,17;0,33;0,50;2,50;1,33;1,17;0,83;0,50;0,17
0;1;0;0;0,33;0,33;0,17;0,50;2,83;1,00;1,83;1,00;0,83;0,00;0,33;0,17;0,33;0,50;2,50;1,33;1,17;0,67;0,50;0,33
1;1;1;0;0,00;0,67;0,17;0,33;2,50;0,33;2,17;0,83;0,50;0,33;0,33;0,17;0,33;0,50;2,50;1,17;1,33;0,67;0,50;0,33
0;1;1;0;0,17;0,33;0,33;0,50;2,83;1,17;1,67;0,83;0,50;0,33;0,33;0,17;0,00;0,83;3,17;1,67;1,50;0,83;0,67;0,33
1;1;1;1;0,67;0,17;0,33;0,50;2,33;1,67;0,67;0,50;0,33;0,33;0,17;0,17;0,17;0,83;2,33;1,17;1,17;0,83;0,50;0,17
1;1;1;1;0,33;0,17;0,33;0,67;2,83;1,67;1,17;0,83;0,67;0,33;0,17;0,17;0,33;0,67;1,50;0,83;0,67;0,67;0,00;0,00
0;0;0;0;0,50;0,17;0,17;0,67;3,00;1,67;1,33;0,67;0,50;0,50;0,50;0,33;0,33;0,50;2,17;1,17;1,00;0,67;0,50;0,17
0;1;0;1;0,50;0,50;0,50;0,33;2,83;2,00;0,83;0,67;0,50;0,33;0,50;0,17;0,33;0,50;2,50;1,33;1,17;0,50;0,33;0,33
1;1;1;0;0,17;0,50;0,17;0,50;2,67;1,00;1,67;0,67;0,33;0,33;0,33;0,50;0,17;0,50;3,00;1,50;1,50;0,67;0,67;0,67
0;1;0;0;0,50;0,33;0,00;0,67;2,33;1,17;1,17;0,83;0,50;0,00;0,33;0,33;0,50;0,33;2,17;1,00;1,17;0,67;0,33;0,17
1;1;1;1;0,33;0,17;0,50;0,50;2,33;1,67;0,67;0,83;0,33;0,33;0,17;0,33;0,33;0,50;2,17;1,17;1,00;0,67;0,50;0,17
1;1;1;1;0,83;0,17;0,83;0,00;2,67;2,17;0,50;0,67;0,33;0,17;0,67;0,17;0,17;0,67;4,00;2,50;1,50;1,00;0,83;0,50
1;1;1;1;0,17;0,50;0,17;0,33;2,00;0,50;1,50;0,67;0,33;0,00;0,17;0,33;0,33;0,50;1,67;0,83;0,83;0,50;0,17;0,17
0;0;0;0;0,50;0,00;0,33;0,67;3,67;2,17;1,50;0,83;0,83;0,50;0,67;0,00;0,50;0,50;2,17;1,50;0,67;0,67;0,17;0,17
0;1;1;0;0,33;0,33;0,17;0,50;2,83;1,33;1,50;0,83;0,50;0,33;0,50;0,17;0,17;0,67;3,33;1,50;1,83;0,83;0,67;0,50
0;1;0;1;0,50;0,17;0,50;0,33;2,17;1,50;0,67;0,67;0,33;0,17;0,17;0,33;0,33;0,50;2,17;1,00;1,17;0,83;0,33;0,17
1;1;0;0;0,44;0,33;0,56;0,33;1,33;0,89;0,44;0,33;0,11;0,11;0,33;0,33;0,00;0,67;3,00;1,33;1,67;1,00;0,50;0,17
1;1;0;0;0,38;0,25;0,38;0,38;2,38;1,38;1,00;0,75;0,38;0,25;0,50;0,38;0,25;0,50;2,88;1,25;1,63;0,62;0,62;0,25
0;0;0;0;0,50;0,12;0,50;0,50;2,00;1,25;0,75;0,50;0,38;0,25;0,14;0,43;0,14;0,57;2,57;0,71;1,86;0,71;0,71;0,29
0;0;0;0;0,57;0,14;0,57;0,43;2,86;1,86;1,00;0,71;0,57;0,57;0,12;0,62;0,50;0,25;1,38;0,50;0,88;0,38;0,25;0,12
0;1;1;1;0,25;0,19;0,19;0,69;2,56;1,25;1,31;0,81;0,38;0,25;0,18;0,41;0,29;0,41;1,76;0,59;1,18;0,53;0,24;0,12
1;1;0;0;0,31;0,25;0,12;0,69;3,31;1,75;1,56;0,94;0,62;0,50;0,25;0,19;0,12;0,75;2,81;1,19;1,63;0,81;0,56;0,25
1;1;1;0;0,38;0,44;0,19;0,38;2,00;0,88;1,13;0,62;0,25;0,06;0,38;0,38;0,31;0,44;2,19;1,13;1,06;0,75;0,38;0,19
1;1;1;0;0,12;0,38;0,12;0,56;2,38;0,81;1,56;0,81;0,38;0,19;0,19;0,38;0,19;0,56;2,31;1,06;1,25;0,69;0,44;0,25
0;1;0;1;0,31;0,25;0,25;0,69;2,25;1,19;1,06;0,75;0,38;0,19;0,12;0,31;0,25;0,56;1,88;0,75;1,13;0,56;0,25;0,12
0;1;1;1;0,30;0,40;0,20;0,50;2,90;1,30;1,60;0,80;0,50;0,20;0,09;0,27;0,09;0,64;3,27;0,82;2,45;0,82;0,64;0,36
0;0;0;0;0,44;0,11;0,44;0,44;2,22;1,56;0,67;0,78;0,33;0,11;0,27;0,36;0,09;0,64;2,55;0,91;1,64;0,73;0,55;0,27
1;1;1;0;0,33;0,11;0,22;0,67;3,00;1,33;1,67;0,89;0,56;0,33;0,33;0,11;0,11;0,78;3,56;1,44;2,11;0,89;0,67;0,56
1;1;0;0;0,12;0,62;0,25;0,25;2,38;0,63;1,75;0,62;0,50;0,38;0,11;0,33;0,00;0,67;4,33;1,11;3,22;1,00;0,78;0,56
1;1;1;0;0,56;0,11;0,33;0,67;2,89;1,89;1,00;0,89;0,67;0,33;0,62;0,25;0,75;0,25;1,38;1,13;0,25;0,50;0,12;0,00
0;0;0;1;0,25;0,50;0,25;0,38;2,25;1,00;1,25;0,75;0,38;0,12;0,22;0,22;0,11;0,67;2,89;1,00;1,89;0,78;0,56;0,33
1;1;1;1;0,22;0,33;0,22;0,44;2,11;0,78;1,33;0,67;0,22;0,11;0,12;0,25;0,12;0,62;2,88;1,13;1,75;0,88;0,62;0,38
0;0;0;1;0,22;0,22;0,22;0,67;3,44;1,56;1,89;0,89;0,56;0,44;0,33;0,33;0,56;0,33;2,00;1,11;0,89;0,67;0,44;0,11
1;1;1;1;0,50;0,12;0,38;0,62;3,13;1,75;1,38;0,75;0,75;0,50;0,67;0,00;0,44;0,56;2,56;1,44;1,11;0,78;0,56;0,22
1;1;1;1;0,56;0,22;0,44;0,44;2,33;1,67;0,67;0,78;0,33;0,22;0,22;0,33;0,11;0,56;2,44;1,11;1,33;0,89;0,44;0,11
0;1;0;1;0,57;0,14;0,14;0,71;2,71;1,57;1,14;0,71;0,43;0,29;0,57;0,29;0,57;0,14;2,43;1,29;1,14;0,86;0,43;0,14
1;1;1;0;0,40;0,20;0,40;0,60;3,00;1,80;1,20;0,80;0,80;0,40;0,29;0,29;0,14;0,57;3,00;1,00;2,00;0,71;0,71;0,43
0;0;0;0;0,33;0,00;0,17;0,83;2,83;1,83;1,00;1,00;0,50;0,17;0,14;0,43;0,14;0,43;3,29;1,14;2,14;0,71;0,71;0,57
1;1;1;0;0,62;0,12;0,12;0,75;3,13;2,00;1,13;0,75;0,62;0,50;0,43;0,14;0,29;0,57;3,71;2,14;1,57;0,86;0,43;0,43
1;1;1;0;0,17;0,50;0,17;0,33;3,17;0,83;2,33;0,83;0,67;0,33;0,25;0,38;0,25;0,50;3,00;1,13;1,88;0,75;0,50;0,50
0;1;1;1;0,62;0,25;0,12;0,62;4,75;2,75;2,00;1,00;1,00;0,62;0,33;0,22;0,11;0,67;3,89;1,56;2,33;0,89;0,67;0,56
0;1;1;0;0,62;0,00;0,38;0,62;2,63;2,00;0,63;0,88;0,38;0,25;0,00;0,62;0,25;0,38;2,25;0,50;1,75;0,62;0,50;0,25
1;1;0;0;0,83;0,00;0,17;0,83;5,33;3,83;1,50;1,00;1,00;1,00;0,75;0,00;0,75;0,25;3,25;2,50;0,75;0,75;0,75;0,50
1;1;0;0;0,71;0,14;0,57;0,43;4,43;3,71;0,71;0,71;0,71;0,57;0,17;0,17;0,00;0,83;4,33;1,33;3,00;1,00;0,67;0,67
1;1;1;0;0,50;0,12;0,12;0,75;3,38;1,88;1,50;0,88;0,75;0,50;0,44;0,11;0,44;0,56;2,78;1,67;1,11;0,67;0,56;0,33
1;1;0;0;0,43;0,29;0,14;0,57;4,14;2,29;1,86;0,86;0,57;0,57;0,33;0,17;0,17;0,67;4,17;1,50;2,67;1,00;0,67;0,33
0;0;0;0;0,50;0,38;0,00;0,62;3,38;2,00;1,38;0,88;0,50;0,38;0,38;0,25;0,25;0,50;3,25;2,00;1,25;0,88;0,62;0,38
1;1;1;1;0,33;0,22;0,22;0,56;3,56;2,00;1,56;0,89;0,67;0,33;0,00;0,67;0,11;0,33;3,00;0,44;2,56;0,89;0,44;0,44
0;0;0;1;0,67;0,00;0,22;0,78;3,78;2,44;1,33;0,89;0,89;0,56;0,62;0,12;0,38;0,62;3,50;2,25;1,25;0,75;0,75;0,50
0;1;0;0;0,67;0,22;0,56;0,33;2,78;2,11;0,67;0,78;0,67;0,33;0,22;0,22;0,22;0,67;2,67;1,22;1,44;0,78;0,44;0,44
0;1;0;0;0,54;0,23;0,31;0,54;3,15;1,77;1,38;0,85;0,54;0,38;0,62;0,15;0,54;0,38;2,77;2,23;0,54;0,85;0,31;0,31
0;0;0;0;0,50;0,08;0,42;0,50;2,25;1,58;0,67;0,67;0,33;0,17;0,33;0,40;0,40;0,33;2,20;1,07;1,13;0,53;0,40;0,20
0;0;0;0;0,25;0,50;0,33;0,42;2,08;0,83;1,25;0,67;0,50;0,08;0,09;0,36;0,09;0,64;2,82;1,27;1,55;0,64;0,45;0,36
1;1;1;1;0,25;0,33;0,25;0,50;1,75;0,83;0,92;0,50;0,25;0,08;0,08;0,58;0,00;0,42;2,67;0,58;2,08;0,75;0,50;0,17
0;1;0;0;0,79;0,00;0,64;0,36;3,00;2,50;0,50;0,86;0,43;0,29;0,43;0,21;0,43;0,43;2,29;1,36;0,93;0,64;0,57;0,14
0;1;0;1;0,25;0,42;0,25;0,50;2,00;1,00;1,00;0,67;0,25;0,08;0,62;0,23;0,46;0,31;2,15;1,23;0,92;0,62;0,31;0,23
1;1;1;1;0,62;0,38;0,54;0,23;2,15;1,54;0,62;0,54;0,38;0,23;0,38;0,15;0,23;0,62;2,46;1,23;1,23;0,77;0,46;0,23
1;1;1;1;0,54;0,23;0,38;0,54;2,85;1,77;1,08;0,69;0,46;0,31;0,21;0,21;0,21;0,57;2,93;1,14;1,79;0,86;0,50;0,36
0;0;0;0;0,14;0,50;0,21;0,50;2,14;0,71;1,43;0,71;0,43;0,14;0,38;0,38;0,54;0,31;1,85;1,00;0,85;0,46;0,23;0,23
1;1;0;0;0,77;0,00;0,31;0,69;3,23;1,92;1,31;0,69;0,69;0,46;0,15;0,54;0,31;0,31;1,62;0,46;1,15;0,54;0,23;0,00
0;1;1;1;0,31;0,46;0,38;0,23;1,77;0,92;0,85;0,62;0,23;0,00;0,46;0,08;0,31;0,69;3,15;1,92;1,23;0,92;0,62;0,46
1;1;1;1;0,25;0,50;0,42;0,25;1,58;0,67;0,92;0,33;0,25;0,17;0,50;0,25;0,42;0,50;1,83;1,25;0,58;0,67;0,25;0,08
1;1;1;1;0,57;0,43;0,29;0,43;3,00;1,71;1,29;0,86;0,57;0,43;0,00;0,57;0,29;0,43;1,86;0,57;1,29;0,71;0,29;0,14
0;1;1;0;0,57;0,29;0,43;0,43;2,43;1,71;0,71;0,57;0,57;0,43;0,57;0,14;0,43;0,43;2,43;1,29;1,14;0,57;0,43;0,29
1;1;1;0;0,14;0,29;0,14;0,57;2,43;0,86;1,57;0,71;0,43;0,14;0,43;0,29;0,29;0,57;2,29;1,29;1,00;0,71;0,57;0,14
1;1;1;1;0,57;0,00;0,43;0,57;2,29;1,57;0,71;0,71;0,43;0,14;0,29;0,43;0,43;0,29;2,57;1,14;1,43;0,57;0,43;0,29
1;1;1;0;0,14;0,43;0,14;0,43;3,14;0,57;2,57;0,57;0,43;0,29;0,71;0,14;0,57;0,43;1,57;1,14;0,43;0,43;0,29;0,00
1;1;0;0;0,50;0,50;0,33;0,17;2,00;1,17;0,83;0,50;0,17;0,17;0,57;0,14;0,14;0,71;3,29;2,14;1,14;1,00;0,71;0,57
1;1;0;0;0,29;0,29;0,43;0,57;2,00;1,14;0,86;0,71;0,43;0,14;0,00;0,71;0,00;0,29;3,86;0,43;3,43;1,00;0,57;0,57
0;1;1;0;0,08;0,75;0,08;0,25;2,08;0,33;1,75;0,58;0,33;0,08;0,15;0,38;0,15;0,46;3,00;0,77;2,23;0,85;0,54;0,38
1;1;1;1;0,44;0,11;0,11;0,78;4,11;2,11;2,00;0,89;0,89;0,56;0,11;0,44;0,11;0,44;3,00;0,78;2,22;0,89;0,67;0,44
1;1;0;0;0,43;0,14;0,00;0,86;3,86;2,00;1,86;1,00;0,71;0,71;0,50;0,25;0,00;0,75;4,25;2,25;2,00;0,75;0,75;0,75
1;1;0;0;0,62;0,00;0,25;0,75;4,38;3,13;1,25;1,00;1,00;0,75;0,33;0,56;0,00;0,44;3,89;1,11;2,78;1,00;0,89;0,67
1;1;1;0;0,44;0,22;0,11;0,67;3,56;1,67;1,89;0,89;0,89;0,56;0,78;0,00;0,67;0,33;3,11;2,56;0,56;0,89;0,78;0,33
1;1;1;0;0,12;0,12;0,25;0,75;2,63;1,25;1,38;0,88;0,62;0,12;0,38;0,12;0,12;0,75;3,00;1,63;1,38;0,88;0,62;0,38
1;1;1;0;0,25;0,12;0,12;0,75;3,00;1,38;1,63;1,00;0,62;0,25;0,00;0,50;0,25;0,50;3,13;1,00;2,13;0,75;0,50;0,25
1;1;1;1;0,57;0,00;0,29;0,71;2,86;2,00;0,86;0,86;0,43;0,29;0,14;0,00;0,14;0,86;3,00;1,29;1,71;0,86;0,43;0,29
1;1;1;1;0,43;0,14;0,14;0,71;3,29;1,71;1,57;0,86;0,71;0,57;0,00;0,43;0,14;0,57;2,00;0,71;1,29;0,71;0,14;0,14
1;1;1;1;0,43;0,14;0,14;0,71;2,71;1,43;1,29;0,86;0,43;0,14;0,43;0,00;0,14;0,86;3,14;1,71;1,43;0,86;0,57;0,43
1;1;1;0;0,29;0,29;0,14;0,71;2,57;1,14;1,43;0,86;0,57;0,14;0,12;0,38;0,00;0,62;3,38;1,38;2,00;0,75;0,62;0,62
1;1;1;0;0,50;0,00;0,25;0,75;2,88;1,75;1,13;0,88;0,50;0,38;0,14;0,29;0,14;0,71;2,71;1,14;1,57;0,71;0,43;0,29
0;0;0;0;0,11;0,56;0,00;0,44;4,22;0,78;3,44;0,89;0,89;0,67;0,14;0,43;0,14;0,43;4,29;0,86;3,43;0,86;0,71;0,57
1;1;1;1;0,00;0,33;0,00;0,67;2,50;0,67;1,83;0,83;0,33;0,17;1,00;0,00;0,40;0,60;3,40;2,80;0,60;1,00;0,80;0,40
0;0;0;0;0,60;0,40;0,20;0,40;5,20;2,40;2,80;1,00;1,00;1,00;0,60;0,00;0,60;0,40;3,40;2,60;0,80;1,00;0,80;0,60
1;1;1;1;0,60;0,20;0,20;0,60;4,20;2,80;1,40;1,00;0,80;0,80;0,67;0,17;0,33;0,50;3,17;2,33;0,83;0,67;0,67;0,67
1;1;1;1;0,67;0,17;0,33;0,50;3,83;2,17;1,67;1,00;0,83;0,67;0,17;0,17;0,00;0,83;3,33;1,33;2,00;0,83;0,67;0,50
0;0;0;0;0,83;0,00;0,17;0,83;3,83;2,67;1,17;0,83;0,83;0,67;0,50;0,17;0,17;0,67;3,50;1,67;1,83;0,83;0,67;0,50
0;0;0;0;0,43;0,29;0,14;0,57;2,29;1,29;1,00;0,57;0,29;0,29;0,60;0,40;0,40;0,20;1,80;1,20;0,60;0,40;0,40;0,00
1;1;1;0;0,00;0,50;0,33;0,50;2,67;1,00;1,67;0,50;0,50;0,50;0,57;0,14;0,29;0,57;3,29;1,71;1,57;0,86;0,86;0,43
0;0;0;0;0,86;0,00;0,71;0,29;2,43;2,14;0,29;0,86;0,29;0,29;0,50;0,17;0,00;0,83;4,00;2,17;1,83;0,83;0,67;0,67
1;1;0;0;0,50;0,17;0,17;0,67;3,33;1,83;1,50;0,67;0,67;0,67;0,14;0,43;0,14;0,57;3,14;1,14;2,00;0,86;0,57;0,43
0;0;0;0;0,17;0,67;0,08;0,33;1,92;0,50;1,42;0,50;0,42;0,08;0,42;0,33;0,42;0,42;2,00;1,17;0,83;0,58;0,42;0,17
1;1;1;1;0,25;0,33;0,25;0,67;2,50;1,08;1,42;0,75;0,58;0,33;0,17;0,08;0,25;0,75;2,83;1,17;1,67;0,92;0,58;0,42
0;0;0;0;0,42;0,33;0,42;0,42;1,83;0,92;0,92;0,50;0,33;0,17;0,42;0,33;0,42;0,42;2,58;1,42;1,17;0,67;0,58;0,25
1;1;1;1;0,42;0,08;0,42;0,58;2,08;1,17;0,92;0,67;0,33;0,08;0,15;0,62;0,23;0,38;1,85;0,77;1,08;0,46;0,38;0,23
1;1;1;0;0,69;0,00;0,38;0,62;3,31;2,15;1,15;0,92;0,62;0,38;0,36;0,36;0,21;0,57;2,93;1,43;1,50;0,79;0,57;0,36
1;1;1;1;0,42;0,33;0,25;0,50;2,42;1,33;1,08;0,67;0,58;0,25;0,46;0,31;0,23;0,54;2,46;1,15;1,31;0,69;0,54;0,23
1;1;1;1;0,15;0,46;0,31;0,46;1,85;0,77;1,08;0,54;0,23;0,08;0,58;0,17;0,33;0,58;2,33;1,25;1,08;0,67;0,50;0,17
0;1;0;0;0,50;0,20;0,40;0,50;2,70;1,60;1,10;0,80;0,40;0,30;0,50;0,12;0,38;0,62;3,13;2,25;0,88;0,88;0,62;0,38
0;0;0;0;0,33;0,33;0,22;0,56;2,33;1,11;1,22;0,78;0,56;0,11;0,44;0,44;0,44;0,22;1,67;0,78;0,89;0,56;0,22;0,00
0;0;0;0;0,83;0,17;0,67;0,33;2,33;1,83;0,50;0,67;0,50;0,17;0,00;0,80;0,40;0,20;1,80;0,20;1,60;0,60;0,40;0,20
0;0;0;0;0,67;0,17;0,67;0,17;2,17;1,83;0,33;0,83;0,33;0,00;0,00;0,83;0,17;0,17;3,00;0,33;2,67;0,67;0,67;0,50
0;1;0;0;0,57;0,29;0,43;0,29;2,86;1,71;1,14;0,86;0,57;0,29;0,00;0,44;0,11;0,56;2,44;0,89;1,56;0,67;0,44;0,33
0;0;0;1;0,38;0,12;0,38;0,62;2,50;1,13;1,38;0,75;0,50;0,38;0,25;0,38;0,12;0,50;2,00;0,88;1,13;0,50;0,25;0,12
1;1;1;1;0,75;0,12;0,62;0,38;2,75;2,25;0,50;0,75;0,50;0,38;0,22;0,22;0,11;0,67;2,67;1,33;1,33;0,78;0,44;0,22
0;0;0;0;0,78;0,00;0,44;0,56;2,44;1,78;0,67;0,78;0,33;0,11;0,50;0,38;0,75;0,12;1,88;1,38;0,50;0,50;0,38;0,25
1;1;1;0;0,33;0,44;0,33;0,56;2,56;1,22;1,33;0,67;0,67;0,44;0,12;0,25;0,12;0,62;2,63;0,75;1,88;0,75;0,62;0,25
0;1;1;1;1,00;0,00;0,89;0,11;3,56;3,44;0,11;1,00;0,67;0,44;0,50;0,00;0,12;0,88;3,25;1,75;1,50;0,88;0,62;0,50
0;1;1;0;0,50;0,12;0,38;0,50;2,25;1,13;1,13;0,75;0,50;0,00;0,14;0,43;0,00;0,57;2,57;1,00;1,57;0,71;0,43;0,29
0;1;1;1;0,57;0,29;0,14;0,57;3,14;1,86;1,29;0,86;0,57;0,43;0,25;0,25;0,12;0,62;4,00;1,63;2,38;1,00;0,88;0,62
0;0;0;1;0,38;0,12;0,12;0,75;2,88;1,63;1,25;0,88;0,62;0,25;0,75;0,00;0,50;0,50;3,25;2,25;1,00;1,00;0,62;0,50
0;0;0;0;0,25;0,25;0,25;0,62;2,63;1,00;1,63;0,75;0,62;0,25;0,22;0,33;0,22;0,44;3,00;1,11;1,89;1,00;0,44;0,33
0;0;0;1;0,33;0,11;0,33;0,56;4,22;1,78;2,44;0,89;0,78;0,44;0,57;0,29;0,43;0,43;2,71;1,86;0,86;0,57;0,43;0,43
1;1;1;1;0,00;0,12;0,00;0,88;3,88;1,13;2,75;1,00;0,75;0,62;0,25;0,38;0,12;0,50;3,25;1,25;2,00;0,75;0,62;0,50
1;1;1;1;0,62;0,12;0,62;0,38;2,50;1,88;0,63;0,75;0,50;0,25;0,25;0,00;0,12;0,88;3,13;1,75;1,38;1,00;0,75;0,38
1;1;1;0;0,62;0,12;0,38;0,50;3,13;1,88;1,25;0,88;0,62;0,38;0,12;0,38;0,25;0,50;1,63;0,75;0,88;0,75;0,00;0,00
0;0;0;0;0,60;0,10;0,50;0,50;2,50;1,80;0,70;0,70;0,50;0,20;0,25;0,62;0,12;0,38;1,88;0,75;1,13;0,50;0,25;0,12
0;1;0;0;0,44;0,33;0,44;0,33;1,89;1,11;0,78;0,33;0,33;0,33;0,00;0,57;0,43;0,43;1,57;0,57;1,00;0,57;0,29;0,14
0;0;0;0;0,56;0,11;0,56;0,44;2,22;1,44;0,78;0,78;0,33;0,11;0,00;0,50;0,00;0,50;2,88;0,63;2,25;0,75;0,38;0,38
1;1;1;0;0,40;0,00;0,20;0,80;3,00;1,60;1,40;1,00;0,60;0,30;0,44;0,33;0,11;0,56;3,33;1,33;2,00;0,89;0,89;0,44
0;1;0;1;0,70;0,00;0,50;0,50;3,20;2,40;0,80;0,80;0,60;0,40;0,55;0,09;0,27;0,64;3,18;1,91;1,27;0,82;0,64;0,45
1;1;1;0;0,33;0,00;0,22;0,78;3,00;1,44;1,56;0,89;0,67;0,44;0,38;0,38;0,12;0,50;3,75;1,38;2,38;1,00;0,75;0,38
1;1;1;0;0,50;0,12;0,25;0,62;3,00;2,13;0,88;0,88;0,50;0,25;0,55;0,18;0,18;0,64;2,91;1,64;1,27;0,82;0,64;0,27
0;1;0;1;0,22;0,33;0,11;0,56;2,11;0,89;1,22;0,78;0,33;0,00;0,12;0,38;0,12;0,50;2,38;0,75;1,63;0,62;0,38;0,38
1;1;1;1;0,56;0,22;0,22;0,56;2,67;1,56;1,11;0,56;0,56;0,33;0,43;0,29;0,14;0,71;3,14;1,71;1,43;0,71;0,57;0,43
0;0;0;0;0,56;0,11;0,33;0,56;3,00;1,78;1,22;0,89;0,67;0,33;0,55;0,09;0,27;0,64;2,73;1,73;1,00;0,91;0,55;0,27
0;1;0;1;0,80;0,10;0,40;0,50;2,50;1,80;0,70;0,70;0,70;0,10;0,30;0,40;0,30;0,40;2,50;1,00;1,50;0,70;0,60;0,20
0;0;0;0;0,44;0,22;0,33;0,56;2,44;1,44;1,00;0,67;0,33;0,33;0,11;0,67;0,33;0,33;2,33;0,67;1,67;0,56;0,56;0,33
0;0;0;1;0,29;0,14;0,14;0,71;2,86;1,57;1,29;0,86;0,43;0,43;0,25;0,38;0,50;0,38;1,63;0,88;0,75;0,38;0,25;0,25
0;1;0;0;0,62;0,12;0,25;0,62;3,38;1,88;1,50;0,75;0,62;0,50;0,50;0,12;0,25;0,62;3,25;2,13;1,13;0,88;0,62;0,62
1;1;1;1;0,30;0,00;0,10;0,90;3,50;1,70;1,80;1,00;0,60;0,40;0,22;0,33;0,22;0,44;3,11;1,11;2,00;0,89;0,67;0,44
1;1;1;1;0,30;0,60;0,70;0,20;1,70;1,20;0,50;0,40;0,30;0,30;0,40;0,20;0,40;0,40;2,00;1,30;0,70;0,80;0,10;0,10
0;1;1;1;0,20;0,30;0,30;0,50;2,20;0,90;1,30;0,60;0,50;0,20;0,33;0,22;0,33;0,56;2,89;1,44;1,44;0,78;0,67;0,33
1;1;1;1;0,70;0,10;0,30;0,60;3,10;2,20;0,90;0,90;0,40;0,40;0,33;0,22;0,33;0,44;3,11;1,22;1,89;0,89;0,56;0,33
1;1;1;1;0,33;0,33;0,22;0,56;2,67;1,22;1,44;0,78;0,56;0,33;0,33;0,44;0,44;0,22;1,89;1,00;0,89;0,56;0,22;0,22
1;1;1;0;0,22;0,56;0,44;0,22;1,56;0,56;1,00;0,56;0,22;0,00;0,56;0,11;0,22;0,67;2,44;1,44;1,00;0,78;0,44;0,22
1;1;1;0;0,44;0,00;0,33;0,67;2,78;1,89;0,89;0,89;0,56;0,33;0,56;0,11;0,22;0,67;3,56;1,78;1,78;1,00;0,78;0,33
0;1;0;1;0,22;0,56;0,33;0,22;1,33;0,56;0,78;0,44;0,00;0,00;0,00;0,50;0,50;0,50;1,75;0,63;1,13;0,50;0,38;0,38
1;1;0;0;0,44;0,22;0,44;0,33;2,00;0,89;1,11;0,67;0,33;0,00;0,33;0,44;0,33;0,33;2,11;0,78;1,33;0,67;0,22;0,11
0;0;0;0;0,25;0,38;0,38;0,38;1,63;0,75;0,88;0,62;0,12;0,00;0,33;0,11;0,33;0,67;2,78;1,44;1,33;0,78;0,56;0,33
1;1;0;0;0,25;0,12;0,25;0,75;3,00;1,63;1,38;0,75;0,62;0,50;0,67;0,11;0,44;0,44;1,89;1,11;0,78;0,56;0,33;0,00
0;0;0;0;0,56;0,11;0,22;0,78;2,78;1,78;1,00;0,89;0,67;0,22;0,30;0,30;0,40;0,50;2,20;1,00;1,20;0,50;0,50;0,20
1;1;0;0;0,50;0,20;0,30;0,50;2,60;1,60;1,00;0,80;0,40;0,30;0,00;0,56;0,22;0,44;1,56;0,56;1,00;0,44;0,22;0,11
0;1;0;1;0,60;0,20;0,40;0,40;2,30;1,40;0,90;0,70;0,40;0,10;0,00;0,60;0,10;0,40;1,60;0,40;1,20;0,60;0,10;0,00
1;1;1;1;0,67;0,17;0,67;0,33;1,67;1,33;0,33;0,67;0,17;0,00;0,50;0,00;0,00;1,00;3,33;1,83;1,50;1,00;0,83;0,17
0;0;0;0;0,43;0,29;0,43;0,43;2,29;1,43;0,86;0,57;0,43;0,29;0,17;0,67;0,67;0,17;1,00;0,50;0,50;0,50;0,00;0,00
